"subject"	"activity_labels"	"Mean"
"13880"	4	"WALKING"	-0.680202128009464
"13881"	9	"WALKING"	-0.675310437739583
"13882"	10	"WALKING"	-0.69743003027551
"13883"	12	"WALKING"	-0.66313549796875
"13884"	13	"WALKING"	-0.695256668533781
"13885"	1	"WALKING_DOWNSTAIRS"	-0.560818687321429
"13886"	3	"WALKING_DOWNSTAIRS"	-0.629623393152493
"13887"	5	"WALKING_DOWNSTAIRS"	-0.61806569820298
"13888"	6	"WALKING_DOWNSTAIRS"	-0.640061520668923
"13889"	7	"WALKING_DOWNSTAIRS"	-0.625486882455195
"13890"	8	"WALKING_DOWNSTAIRS"	-0.613685905205882
"13891"	1	"WALKING_UPSTAIRS"	-0.819222692319749
"13892"	13	"WALKING_UPSTAIRS"	-0.816575488333333
"13893"	18	"WALKING_UPSTAIRS"	-0.820369707692308
"13894"	20	"WALKING_UPSTAIRS"	-0.836868177457627
"13895"	24	"WALKING_UPSTAIRS"	-0.8172988617979
"13896"	25	"LAYING"	-0.998677015820896
"13897"	26	"LAYING"	-0.998894914719388
"13898"	27	"LAYING"	-0.998532295265957
"13899"	28	"LAYING"	-0.99866394591623
"13900"	29	"LAYING"	-0.999039097674419
"13901"	30	"LAYING"	-0.998694910809399
"13902"	8	"SITTING"	-0.999110968938547
"13903"	11	"SITTING"	-0.999097623702532
"13904"	14	"SITTING"	-0.998742079814241
"13905"	15	"SITTING"	-0.999271090640244
"13906"	16	"SITTING"	-0.999430164453552
"13907"	17	"SITTING"	-0.999387909811321
"13908"	17	"STANDING"	-0.998730291553398
"13909"	19	"STANDING"	-0.998554052083333
"13910"	21	"STANDING"	-0.998732561715686
"13911"	22	"STANDING"	-0.999235857196262
"13912"	23	"STANDING"	-0.99899388938172
"13913"	25	"STANDING"	-0.998733869385965
"13914"	2	"WALKING"	-0.488825283150331
"13915"	4	"WALKING"	-0.504306690221767
"13916"	9	"WALKING"	-0.5818230465625
"13917"	10	"WALKING"	-0.554357500132653
"13918"	12	"WALKING"	-0.55381558271875
"13919"	13	"WALKING"	-0.527845814285572
"13920"	1	"WALKING_DOWNSTAIRS"	-0.555846925
"13921"	3	"WALKING_DOWNSTAIRS"	-0.616158642009384
"13922"	5	"WALKING_DOWNSTAIRS"	-0.58727076755298
"13923"	6	"WALKING_DOWNSTAIRS"	-0.605282245972308
"13924"	7	"WALKING_DOWNSTAIRS"	-0.561464152239935
"13925"	8	"WALKING_DOWNSTAIRS"	-0.54425134835098
"13926"	1	"WALKING_UPSTAIRS"	-0.74920464830094
"13927"	13	"WALKING_UPSTAIRS"	-0.764649642301587
"13928"	18	"WALKING_UPSTAIRS"	-0.798121882648352
"13929"	20	"WALKING_UPSTAIRS"	-0.841091187915254
"13930"	24	"WALKING_UPSTAIRS"	-0.841127925459318
"13931"	25	"LAYING"	-0.998713144328358
"13932"	26	"LAYING"	-0.998985966122449
"13933"	27	"LAYING"	-0.99856805337766
"13934"	28	"LAYING"	-0.99907401513089
"13935"	29	"LAYING"	-0.999083262819767
"13936"	30	"LAYING"	-0.998160749791123
"13937"	8	"SITTING"	-0.999031848826816
"13938"	11	"SITTING"	-0.999269993702532
"13939"	14	"SITTING"	-0.999047851609907
"13940"	15	"SITTING"	-0.999353103353659
"13941"	16	"SITTING"	-0.999523994699454
"13942"	17	"SITTING"	-0.999252488981132
"13943"	17	"STANDING"	-0.998777392524272
"13944"	19	"STANDING"	-0.998718595
"13945"	21	"STANDING"	-0.998893703676471
"13946"	22	"STANDING"	-0.999469792959502
"13947"	23	"STANDING"	-0.999119535537634
"13948"	25	"STANDING"	-0.998771214093567
"13949"	2	"WALKING"	-0.765872461466887
"13950"	4	"WALKING"	-0.75922518259653
"13951"	9	"WALKING"	-0.772544643923611
"13952"	10	"WALKING"	-0.741624749755102
"13953"	12	"WALKING"	-0.75490998203125
"13954"	13	"WALKING"	-0.782118981014925
"13955"	1	"WALKING_DOWNSTAIRS"	-0.71986561
"13956"	3	"WALKING_DOWNSTAIRS"	-0.784198051099707
"13957"	5	"WALKING_DOWNSTAIRS"	-0.756111779301324
"13958"	6	"WALKING_DOWNSTAIRS"	-0.75363627756
"13959"	7	"WALKING_DOWNSTAIRS"	-0.747251382544481
"13960"	8	"WALKING_DOWNSTAIRS"	-0.763594070882353
"13961"	1	"WALKING_UPSTAIRS"	-0.837021675172414
"13962"	13	"WALKING_UPSTAIRS"	-0.853846781587302
"13963"	18	"WALKING_UPSTAIRS"	-0.865439001703297
"13964"	20	"WALKING_UPSTAIRS"	-0.902228813305085
"13965"	24	"WALKING_UPSTAIRS"	-0.899337784724409
"13966"	25	"LAYING"	-0.998111792238806
"13967"	26	"LAYING"	-0.99908059244898
"13968"	27	"LAYING"	-0.999077859175532
"13969"	28	"LAYING"	-0.998686237722513
"13970"	29	"LAYING"	-0.999181204709302
"13971"	30	"LAYING"	-0.99661166386423
"13972"	8	"SITTING"	-0.999342434413408
"13973"	11	"SITTING"	-0.999222716582278
"13974"	14	"SITTING"	-0.999195919411765
"13975"	15	"SITTING"	-0.999339491189024
"13976"	16	"SITTING"	-0.99946244442623
"13977"	17	"SITTING"	-0.999159489358491
"13978"	17	"STANDING"	-0.998685867961165
"13979"	19	"STANDING"	-0.998475024055556
"13980"	21	"STANDING"	-0.998661263602941
"13981"	22	"STANDING"	-0.999280264672897
"13982"	23	"STANDING"	-0.999037615698925
"13983"	25	"STANDING"	-0.99896966748538
"13984"	2	"WALKING"	-0.801222606450331
"13985"	4	"WALKING"	-0.79090240418612
"13986"	9	"WALKING"	-0.814066976840278
"13987"	10	"WALKING"	-0.791505786508844
"13988"	12	"WALKING"	-0.808180059465625
"13989"	13	"WALKING"	-0.824454130696517
"13990"	1	"WALKING_DOWNSTAIRS"	-0.783509248571429
"13991"	3	"WALKING_DOWNSTAIRS"	-0.759845582712317
"13992"	5	"WALKING_DOWNSTAIRS"	-0.769765053917219
"13993"	6	"WALKING_DOWNSTAIRS"	-0.781233400126154
"13994"	7	"WALKING_DOWNSTAIRS"	-0.752923783116883
"13995"	8	"WALKING_DOWNSTAIRS"	-0.767465189313726
"13996"	1	"WALKING_UPSTAIRS"	-0.85681860815047
"13997"	13	"WALKING_UPSTAIRS"	-0.866572375079365
"13998"	18	"WALKING_UPSTAIRS"	-0.857510164795879
"13999"	20	"WALKING_UPSTAIRS"	-0.895433800508475
"14000"	24	"WALKING_UPSTAIRS"	-0.887744736771654
"14001"	25	"LAYING"	-0.997781428507463
"14002"	26	"LAYING"	-0.998844758214286
"14003"	27	"LAYING"	-0.998221333617021
"14004"	28	"LAYING"	-0.998026416020942
"14005"	29	"LAYING"	-0.998627803866279
"14006"	30	"LAYING"	-0.997386623289817
"14007"	8	"SITTING"	-0.998736039329609
"14008"	11	"SITTING"	-0.998912799462025
"14009"	14	"SITTING"	-0.998789577306502
"14010"	15	"SITTING"	-0.99898123847561
"14011"	16	"SITTING"	-0.999186583797814
"14012"	17	"SITTING"	-0.998946732113208
"14013"	17	"STANDING"	-0.997974520970874
"14014"	19	"STANDING"	-0.997774459555556
"14015"	21	"STANDING"	-0.997896121176471
"14016"	22	"STANDING"	-0.99891873470405
"14017"	23	"STANDING"	-0.998382840430107
"14018"	25	"STANDING"	-0.998238628304094
"14019"	2	"WALKING"	-0.704273678516556
"14020"	4	"WALKING"	-0.703505247190536
"14021"	9	"WALKING"	-0.72195539846875
"14022"	10	"WALKING"	-0.710995418010204
"14023"	12	"WALKING"	-0.7063857245875
"14024"	13	"WALKING"	-0.739629221363184
"14025"	1	"WALKING_DOWNSTAIRS"	-0.621278233214286
"14026"	3	"WALKING_DOWNSTAIRS"	-0.661587355008798
"14027"	5	"WALKING_DOWNSTAIRS"	-0.64641650305298
"14028"	6	"WALKING_DOWNSTAIRS"	-0.663919146907077
"14029"	7	"WALKING_DOWNSTAIRS"	-0.656951735384091
"14030"	8	"WALKING_DOWNSTAIRS"	-0.662856842547941
"14031"	1	"WALKING_UPSTAIRS"	-0.799533070877743
"14032"	13	"WALKING_UPSTAIRS"	-0.804110603412698
"14033"	18	"WALKING_UPSTAIRS"	-0.795947718763736
"14034"	20	"WALKING_UPSTAIRS"	-0.848794163700565
"14035"	24	"WALKING_UPSTAIRS"	-0.83096285488189
"14036"	25	"LAYING"	-0.99760665761194
"14037"	26	"LAYING"	-0.99879885005102
"14038"	27	"LAYING"	-0.99857294893617
"14039"	28	"LAYING"	-0.998547306282722
"14040"	29	"LAYING"	-0.999123494883721
"14041"	30	"LAYING"	-0.995928233655352
"14042"	8	"SITTING"	-0.998866287709497
"14043"	11	"SITTING"	-0.999285465917721
"14044"	14	"SITTING"	-0.999068687399381
"14045"	15	"SITTING"	-0.99935167570122
"14046"	16	"SITTING"	-0.999477167185792
"14047"	17	"SITTING"	-0.999341409132075
"14048"	17	"STANDING"	-0.998953666796117
"14049"	19	"STANDING"	-0.998664959027778
"14050"	21	"STANDING"	-0.998762636593137
"14051"	22	"STANDING"	-0.999222859065421
"14052"	23	"STANDING"	-0.999039260510753
"14053"	25	"STANDING"	-0.998815714795322
"14054"	2	"WALKING"	-0.804268725397351
"14055"	4	"WALKING"	-0.794430924264984
"14056"	9	"WALKING"	-0.819905239951389
"14057"	10	"WALKING"	-0.821007429319728
"14058"	12	"WALKING"	-0.80382833346875
"14059"	13	"WALKING"	-0.843113835273632
"14060"	1	"WALKING_DOWNSTAIRS"	-0.785316034285714
"14061"	3	"WALKING_DOWNSTAIRS"	-0.792181568615806
"14062"	5	"WALKING_DOWNSTAIRS"	-0.773724393741722
"14063"	6	"WALKING_DOWNSTAIRS"	-0.792625237630769
"14064"	7	"WALKING_DOWNSTAIRS"	-0.806226348733766
"14065"	8	"WALKING_DOWNSTAIRS"	-0.776529727196078
"14066"	1	"WALKING_UPSTAIRS"	-0.887425464200627
"14067"	13	"WALKING_UPSTAIRS"	-0.879816035714286
"14068"	18	"WALKING_UPSTAIRS"	-0.883859446456044
"14069"	20	"WALKING_UPSTAIRS"	-0.906163068926554
"14070"	24	"WALKING_UPSTAIRS"	-0.899208820629921
"14071"	25	"LAYING"	-0.999490333432836
"14072"	26	"LAYING"	-0.999689554566327
"14073"	27	"LAYING"	-0.99942769481383
"14074"	28	"LAYING"	-0.999580661832461
"14075"	29	"LAYING"	-0.999541212034884
"14076"	30	"LAYING"	-0.999463584751958
"14077"	8	"SITTING"	-0.999463181955307
"14078"	11	"SITTING"	-0.999699226202532
"14079"	14	"SITTING"	-0.999432953157895
"14080"	15	"SITTING"	-0.999749893871951
"14081"	16	"SITTING"	-0.999817655300546
"14082"	17	"SITTING"	-0.999695493735849
"14083"	17	"STANDING"	-0.999732766893204
"14084"	19	"STANDING"	-0.999555965277778
"14085"	21	"STANDING"	-0.999412129191177
"14086"	22	"STANDING"	-0.999349566417445
"14087"	23	"STANDING"	-0.999601184811828
"14088"	25	"STANDING"	-0.999521574619883
"14089"	2	"WALKING"	-0.934059532715232
"14090"	4	"WALKING"	-0.919113777350158
"14091"	9	"WALKING"	-0.934027077222222
"14092"	10	"WALKING"	-0.930620995265306
"14093"	12	"WALKING"	-0.906937589109375
"14094"	13	"WALKING"	-0.946043960895522
"14095"	1	"WALKING_DOWNSTAIRS"	-0.958361005714286
"14096"	3	"WALKING_DOWNSTAIRS"	-0.920846379781818
"14097"	5	"WALKING_DOWNSTAIRS"	-0.897455280360927
"14098"	6	"WALKING_DOWNSTAIRS"	-0.938315832676923
"14099"	7	"WALKING_DOWNSTAIRS"	-0.933372748181818
"14100"	8	"WALKING_DOWNSTAIRS"	-0.935167975588235
"14101"	1	"WALKING_UPSTAIRS"	-0.958059662382445
"14102"	13	"WALKING_UPSTAIRS"	-0.958133307777778
"14103"	18	"WALKING_UPSTAIRS"	-0.955373466134615
"14104"	20	"WALKING_UPSTAIRS"	-0.96326297019774
"14105"	24	"WALKING_UPSTAIRS"	-0.965509138635171
"14106"	25	"LAYING"	-0.997406608358209
"14107"	26	"LAYING"	-0.998871233418367
"14108"	27	"LAYING"	-0.999042463164894
"14109"	28	"LAYING"	-0.998188668219895
"14110"	29	"LAYING"	-0.998957444011628
"14111"	30	"LAYING"	-0.997451957258486
"14112"	8	"SITTING"	-0.999187875977654
"14113"	11	"SITTING"	-0.999027309905063
"14114"	14	"SITTING"	-0.998808475665635
"14115"	15	"SITTING"	-0.998965089085366
"14116"	16	"SITTING"	-0.999259012322404
"14117"	17	"SITTING"	-0.999342124301887
"14118"	17	"STANDING"	-0.998294128834951
"14119"	19	"STANDING"	-0.998320013027778
"14120"	21	"STANDING"	-0.997931494411765
"14121"	22	"STANDING"	-0.998926174080997
"14122"	23	"STANDING"	-0.998495176424731
"14123"	25	"STANDING"	-0.998110873508772
"14124"	2	"WALKING"	-0.637091684887417
"14125"	4	"WALKING"	-0.637941521827019
"14126"	9	"WALKING"	-0.631486572701042
"14127"	10	"WALKING"	-0.65891370327551
"14128"	12	"WALKING"	-0.630442297934375
"14129"	13	"WALKING"	-0.661472090731343
"14130"	1	"WALKING_DOWNSTAIRS"	-0.447694670714286
"14131"	3	"WALKING_DOWNSTAIRS"	-0.542496474897067
"14132"	5	"WALKING_DOWNSTAIRS"	-0.552777544562914
"14133"	6	"WALKING_DOWNSTAIRS"	-0.578550776673231
"14134"	7	"WALKING_DOWNSTAIRS"	-0.557287975826623
"14135"	8	"WALKING_DOWNSTAIRS"	-0.539378865676471
"14136"	1	"WALKING_UPSTAIRS"	-0.746188482163009
"14137"	13	"WALKING_UPSTAIRS"	-0.740233758571429
"14138"	18	"WALKING_UPSTAIRS"	-0.753050841282967
"14139"	20	"WALKING_UPSTAIRS"	-0.780684441751412
"14140"	24	"WALKING_UPSTAIRS"	-0.753510145913386
"14141"	25	"LAYING"	-0.998436979850746
"14142"	26	"LAYING"	-0.998724611658163
"14143"	27	"LAYING"	-0.998262969654255
"14144"	28	"LAYING"	-0.998597583350785
"14145"	29	"LAYING"	-0.998875696627907
"14146"	30	"LAYING"	-0.998189600182768
"14147"	8	"SITTING"	-0.998903901564246
"14148"	11	"SITTING"	-0.999006441550633
"14149"	14	"SITTING"	-0.998642263312693
"14150"	15	"SITTING"	-0.999172206585366
"14151"	16	"SITTING"	-0.999368855300546
"14152"	17	"SITTING"	-0.999210014264151
"14153"	17	"STANDING"	-0.998506147378641
"14154"	19	"STANDING"	-0.998349822222222
"14155"	21	"STANDING"	-0.998562641568628
"14156"	22	"STANDING"	-0.999201512024922
"14157"	23	"STANDING"	-0.998859808763441
"14158"	25	"STANDING"	-0.998505845380117
"14159"	2	"WALKING"	-0.516614001639569
"14160"	4	"WALKING"	-0.524776975097224
"14161"	9	"WALKING"	-0.587621379930556
"14162"	10	"WALKING"	-0.553001572816327
"14163"	12	"WALKING"	-0.558869739215625
"14164"	13	"WALKING"	-0.552747545143781
"14165"	1	"WALKING_DOWNSTAIRS"	-0.543829607535714
"14166"	3	"WALKING_DOWNSTAIRS"	-0.618170744929619
"14167"	5	"WALKING_DOWNSTAIRS"	-0.583849020122517
"14168"	6	"WALKING_DOWNSTAIRS"	-0.595825092643077
"14169"	7	"WALKING_DOWNSTAIRS"	-0.560840183730195
"14170"	8	"WALKING_DOWNSTAIRS"	-0.555984899088235
"14171"	1	"WALKING_UPSTAIRS"	-0.740160924031348
"14172"	13	"WALKING_UPSTAIRS"	-0.75936389015873
"14173"	18	"WALKING_UPSTAIRS"	-0.789254406387363
"14174"	20	"WALKING_UPSTAIRS"	-0.83795500039548
"14175"	24	"WALKING_UPSTAIRS"	-0.83661876984252
"14176"	25	"LAYING"	-0.99756371761194
"14177"	26	"LAYING"	-0.998805984209184
"14178"	27	"LAYING"	-0.998537518218085
"14179"	28	"LAYING"	-0.998135676439791
"14180"	29	"LAYING"	-0.998795182238372
"14181"	30	"LAYING"	-0.996174698146214
"14182"	8	"SITTING"	-0.998972572793296
"14183"	11	"SITTING"	-0.998950665031646
"14184"	14	"SITTING"	-0.998876240990712
"14185"	15	"SITTING"	-0.999074893871951
"14186"	16	"SITTING"	-0.99926261647541
"14187"	17	"SITTING"	-0.998913718867925
"14188"	17	"STANDING"	-0.998113213203883
"14189"	19	"STANDING"	-0.997856244472222
"14190"	21	"STANDING"	-0.998059714754902
"14191"	22	"STANDING"	-0.999000017476635
"14192"	23	"STANDING"	-0.998573752365591
"14193"	25	"STANDING"	-0.998456885672515
"14194"	2	"WALKING"	-0.712040087913907
"14195"	4	"WALKING"	-0.703316037615142
"14196"	9	"WALKING"	-0.73004071
"14197"	10	"WALKING"	-0.707005698795918
"14198"	12	"WALKING"	-0.718602222359375
"14199"	13	"WALKING"	-0.746038919462687
"14200"	1	"WALKING_DOWNSTAIRS"	-0.662185186607143
"14201"	3	"WALKING_DOWNSTAIRS"	-0.660148480815249
"14202"	5	"WALKING_DOWNSTAIRS"	-0.661739419465894
"14203"	6	"WALKING_DOWNSTAIRS"	-0.678544115412308
"14204"	7	"WALKING_DOWNSTAIRS"	-0.65253762324026
"14205"	8	"WALKING_DOWNSTAIRS"	-0.666889476095098
"14206"	1	"WALKING_UPSTAIRS"	-0.797951467707831
"14207"	13	"WALKING_UPSTAIRS"	-0.807841433015873
"14208"	18	"WALKING_UPSTAIRS"	-0.796982898884615
"14209"	20	"WALKING_UPSTAIRS"	-0.850404068700565
"14210"	24	"WALKING_UPSTAIRS"	-0.836533602755905
"14211"	25	"LAYING"	-0.997848293880597
"14212"	26	"LAYING"	-0.99891522119898
"14213"	27	"LAYING"	-0.998684783138298
"14214"	28	"LAYING"	-0.998681673350785
"14215"	29	"LAYING"	-0.99918019752907
"14216"	30	"LAYING"	-0.996378230678851
"14217"	8	"SITTING"	-0.998945594078212
"14218"	11	"SITTING"	-0.999341670126582
"14219"	14	"SITTING"	-0.999118647213622
"14220"	15	"SITTING"	-0.999405919451219
"14221"	16	"SITTING"	-0.999524128387978
"14222"	17	"SITTING"	-0.999390085433962
"14223"	17	"STANDING"	-0.999055958737864
"14224"	19	"STANDING"	-0.998781368277778
"14225"	21	"STANDING"	-0.998848578039216
"14226"	22	"STANDING"	-0.999242850685358
"14227"	23	"STANDING"	-0.999114155752688
"14228"	25	"STANDING"	-0.99890876754386
"14229"	2	"WALKING"	-0.820645898907285
"14230"	4	"WALKING"	-0.81016369192429
"14231"	9	"WALKING"	-0.834305750131944
"14232"	10	"WALKING"	-0.83483920792517
"14233"	12	"WALKING"	-0.81683953675
"14234"	13	"WALKING"	-0.856102519353234
"14235"	1	"WALKING_DOWNSTAIRS"	-0.807149831428571
"14236"	3	"WALKING_DOWNSTAIRS"	-0.808416669422287
"14237"	5	"WALKING_DOWNSTAIRS"	-0.789337026006622
"14238"	6	"WALKING_DOWNSTAIRS"	-0.8110082004
"14239"	7	"WALKING_DOWNSTAIRS"	-0.822269924568182
"14240"	8	"WALKING_DOWNSTAIRS"	-0.796546047764706
"14241"	1	"WALKING_UPSTAIRS"	-0.896339994326019
"14242"	13	"WALKING_UPSTAIRS"	-0.889699797222222
"14243"	18	"WALKING_UPSTAIRS"	-0.89288496228022
"14244"	20	"WALKING_UPSTAIRS"	-0.913370238646893
"14245"	24	"WALKING_UPSTAIRS"	-0.907576640472441
"14246"	25	"LAYING"	-0.997533141940299
"14247"	26	"LAYING"	-0.998694402397959
"14248"	27	"LAYING"	-0.998659267367021
"14249"	28	"LAYING"	-0.998096224633508
"14250"	29	"LAYING"	-0.99882060002907
"14251"	30	"LAYING"	-0.997574006657963
"14252"	8	"SITTING"	-0.99901985575419
"14253"	11	"SITTING"	-0.998897189367089
"14254"	14	"SITTING"	-0.998581453157895
"14255"	15	"SITTING"	-0.998928319390244
"14256"	16	"SITTING"	-0.999212156038251
"14257"	17	"SITTING"	-0.999254000566038
"14258"	17	"STANDING"	-0.998202148252427
"14259"	19	"STANDING"	-0.998143367861111
"14260"	21	"STANDING"	-0.997939382083333
"14261"	22	"STANDING"	-0.998884499034268
"14262"	23	"STANDING"	-0.998464457688172
"14263"	25	"STANDING"	-0.998070430847953
"14264"	2	"WALKING"	-0.51094002080298
"14265"	4	"WALKING"	-0.518375444244953
"14266"	9	"WALKING"	-0.547814953742708
"14267"	10	"WALKING"	-0.555669781884354
"14268"	12	"WALKING"	-0.534722215
"14269"	13	"WALKING"	-0.545856142373134
"14270"	1	"WALKING_DOWNSTAIRS"	-0.402693602464286
"14271"	3	"WALKING_DOWNSTAIRS"	-0.498206997851026
"14272"	5	"WALKING_DOWNSTAIRS"	-0.492964158563046
"14273"	6	"WALKING_DOWNSTAIRS"	-0.519641961549538
"14274"	7	"WALKING_DOWNSTAIRS"	-0.484880835672078
"14275"	8	"WALKING_DOWNSTAIRS"	-0.46427477104902
"14276"	1	"WALKING_UPSTAIRS"	-0.704951435796238
"14277"	13	"WALKING_UPSTAIRS"	-0.707421466746032
"14278"	18	"WALKING_UPSTAIRS"	-0.731483694335165
"14279"	20	"WALKING_UPSTAIRS"	-0.770504911525424
"14280"	24	"WALKING_UPSTAIRS"	-0.750755621931758
"14281"	25	"LAYING"	-0.998274241641791
"14282"	26	"LAYING"	-0.998924938826531
"14283"	27	"LAYING"	-0.998559095425532
"14284"	28	"LAYING"	-0.998721442879581
"14285"	29	"LAYING"	-0.998981816947674
"14286"	30	"LAYING"	-0.997391482402089
"14287"	8	"SITTING"	-0.999018031173184
"14288"	11	"SITTING"	-0.999158995632911
"14289"	14	"SITTING"	-0.998990887678019
"14290"	15	"SITTING"	-0.999259094542683
"14291"	16	"SITTING"	-0.999438779726776
"14292"	17	"SITTING"	-0.999133751245283
"14293"	17	"STANDING"	-0.99852666
"14294"	19	"STANDING"	-0.998390577333333
"14295"	21	"STANDING"	-0.998578987230392
"14296"	22	"STANDING"	-0.999303407476635
"14297"	23	"STANDING"	-0.99891910311828
"14298"	25	"STANDING"	-0.998655441988304
"14299"	2	"WALKING"	-0.741968131556291
"14300"	4	"WALKING"	-0.734429865826498
"14301"	9	"WALKING"	-0.753102805881944
"14302"	10	"WALKING"	-0.724810897388775
"14303"	12	"WALKING"	-0.73762285318125
"14304"	13	"WALKING"	-0.765285466189055
"14305"	1	"WALKING_DOWNSTAIRS"	-0.693857532857143
"14306"	3	"WALKING_DOWNSTAIRS"	-0.733436003929619
"14307"	5	"WALKING_DOWNSTAIRS"	-0.71642770513245
"14308"	6	"WALKING_DOWNSTAIRS"	-0.721361139993846
"14309"	7	"WALKING_DOWNSTAIRS"	-0.707316432798701
"14310"	8	"WALKING_DOWNSTAIRS"	-0.723110318921569
"14311"	1	"WALKING_UPSTAIRS"	-0.819771914388715
"14312"	13	"WALKING_UPSTAIRS"	-0.834146186666667
"14313"	18	"WALKING_UPSTAIRS"	-0.837228166052198
"14314"	20	"WALKING_UPSTAIRS"	-0.880932228853107
"14315"	24	"WALKING_UPSTAIRS"	-0.873764247322835
"14316"	25	"LAYING"	-0.998926058656716
"14317"	26	"LAYING"	-0.999172019668367
"14318"	27	"LAYING"	-0.999277963643617
"14319"	28	"LAYING"	-0.998117458664922
"14320"	29	"LAYING"	-0.998772619069767
"14321"	30	"LAYING"	-0.997111187415144
"14322"	8	"SITTING"	-0.998902730055866
"14323"	11	"SITTING"	-0.998766924240506
"14324"	14	"SITTING"	-0.998615504396285
"14325"	15	"SITTING"	-0.998350966280488
"14326"	16	"SITTING"	-0.998684025218579
"14327"	17	"SITTING"	-0.99875403490566
"14328"	17	"STANDING"	-0.998367071747573
"14329"	19	"STANDING"	-0.998461027055556
"14330"	21	"STANDING"	-0.998544817009804
"14331"	22	"STANDING"	-0.999398551121495
"14332"	23	"STANDING"	-0.999081009112903
"14333"	25	"STANDING"	-0.998670618128655
"14334"	2	"WALKING"	-0.790548129304636
"14335"	4	"WALKING"	-0.809032852586751
"14336"	9	"WALKING"	-0.795482436631944
"14337"	10	"WALKING"	-0.834941261632653
"14338"	12	"WALKING"	-0.8352114289375
"14339"	13	"WALKING"	-0.798454212537313
"14340"	1	"WALKING_DOWNSTAIRS"	-0.76026484175
"14341"	3	"WALKING_DOWNSTAIRS"	-0.726661581384164
"14342"	5	"WALKING_DOWNSTAIRS"	-0.766900227629139
"14343"	6	"WALKING_DOWNSTAIRS"	-0.788915631313846
"14344"	7	"WALKING_DOWNSTAIRS"	-0.765728158824675
"14345"	8	"WALKING_DOWNSTAIRS"	-0.772514619058824
"14346"	1	"WALKING_UPSTAIRS"	-0.791771179222571
"14347"	13	"WALKING_UPSTAIRS"	-0.738554972857143
"14348"	18	"WALKING_UPSTAIRS"	-0.798413759285714
"14349"	20	"WALKING_UPSTAIRS"	-0.744096347768927
"14350"	24	"WALKING_UPSTAIRS"	-0.754783812931759
"14351"	25	"LAYING"	-0.998088563283582
"14352"	26	"LAYING"	-0.998930799795918
"14353"	27	"LAYING"	-0.998362804441489
"14354"	28	"LAYING"	-0.998105188455497
"14355"	29	"LAYING"	-0.998714681133721
"14356"	30	"LAYING"	-0.998060509582245
"14357"	8	"SITTING"	-0.999249244301676
"14358"	11	"SITTING"	-0.999027699841772
"14359"	14	"SITTING"	-0.998982876934985
"14360"	15	"SITTING"	-0.999085470518293
"14361"	16	"SITTING"	-0.999287929508197
"14362"	17	"SITTING"	-0.999402621849057
"14363"	17	"STANDING"	-0.998660961067961
"14364"	19	"STANDING"	-0.998786545083333
"14365"	21	"STANDING"	-0.998538231764706
"14366"	22	"STANDING"	-0.99927321529595
"14367"	23	"STANDING"	-0.999244482580645
"14368"	25	"STANDING"	-0.999065924064327
"14369"	2	"WALKING"	-0.765879488178808
"14370"	4	"WALKING"	-0.769930151022082
"14371"	9	"WALKING"	-0.779519586454167
"14372"	10	"WALKING"	-0.810518510972789
"14373"	12	"WALKING"	-0.815568673375
"14374"	13	"WALKING"	-0.789890012557214
"14375"	1	"WALKING_DOWNSTAIRS"	-0.760247353571429
"14376"	3	"WALKING_DOWNSTAIRS"	-0.636604188201114
"14377"	5	"WALKING_DOWNSTAIRS"	-0.649323397044702
"14378"	6	"WALKING_DOWNSTAIRS"	-0.704175041673846
"14379"	7	"WALKING_DOWNSTAIRS"	-0.693681155171753
"14380"	8	"WALKING_DOWNSTAIRS"	-0.69680194
"14381"	1	"WALKING_UPSTAIRS"	-0.863946351724138
"14382"	13	"WALKING_UPSTAIRS"	-0.860916171269841
"14383"	18	"WALKING_UPSTAIRS"	-0.877109891675824
"14384"	20	"WALKING_UPSTAIRS"	-0.860573808135593
"14385"	24	"WALKING_UPSTAIRS"	-0.859803051584514
"14386"	25	"LAYING"	-0.99902868
"14387"	26	"LAYING"	-0.999207547168367
"14388"	27	"LAYING"	-0.999204574388298
"14389"	28	"LAYING"	-0.99920268513089
"14390"	29	"LAYING"	-0.999373115116279
"14391"	30	"LAYING"	-0.999265956579634
"14392"	8	"SITTING"	-0.999545867374302
"14393"	11	"SITTING"	-0.999386180063291
"14394"	14	"SITTING"	-0.999353342910217
"14395"	15	"SITTING"	-0.999532978323171
"14396"	16	"SITTING"	-0.999625814508197
"14397"	17	"SITTING"	-0.999639751358491
"14398"	17	"STANDING"	-0.99929599
"14399"	19	"STANDING"	-0.999063051166667
"14400"	21	"STANDING"	-0.99916236002451
"14401"	22	"STANDING"	-0.999609582180685
"14402"	23	"STANDING"	-0.999518052930108
"14403"	25	"STANDING"	-0.999304232105263
"14404"	2	"WALKING"	-0.824458023443709
"14405"	4	"WALKING"	-0.797391725599369
"14406"	9	"WALKING"	-0.809841133350694
"14407"	10	"WALKING"	-0.832329778469388
"14408"	12	"WALKING"	-0.83435411265625
"14409"	13	"WALKING"	-0.829835683945274
"14410"	1	"WALKING_DOWNSTAIRS"	-0.838893264285714
"14411"	3	"WALKING_DOWNSTAIRS"	-0.776919885445748
"14412"	5	"WALKING_DOWNSTAIRS"	-0.781093248178808
"14413"	6	"WALKING_DOWNSTAIRS"	-0.802894292492308
